filename,scene_id
001351.jpg,52
001352.jpg,52
001353.jpg,52
001354.jpg,52
001355.jpg,52
001356.jpg,52
001357.jpg,52
001358.jpg,52
001359.jpg,52
001360.jpg,52
001361.jpg,52
001362.jpg,52
001363.jpg,52
001364.jpg,52
001365.jpg,52
001366.jpg,52
001367.jpg,52
001368.jpg,52
001369.jpg,52
001370.jpg,52
001371.jpg,52
